user_id,name,time,rating,text,pics,resp,gmap_id,score_sentimiento
1.1262285274252734e+20,kitt Tidwell,1615917077406,2,"I lifted the blanket on the first bed and found out my room was already taken by roaches. The toilet seat was broken, as well as the fire alarm and the TV barely worked I can get better down the road for cheaper.",,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,2.1192
1.0170259206319122e+20,Nathaniel Bazzel,1623007003922,1,Experience of my life first off I stay there for a week it was $80 plus a night because they only wanted to give us a certain room for out-of-towners there was no clean towels for the first two days the manager would not adjust or give me any type of credit or you know look out for me because of that there was no TV for the first two days either they finally fixed it management I believe is on some type of drug I got a brother that owns the adjacent Shelby in just as bad but a lot better workers at the Shelby as I do believe the Budgetel is righteously the epitome of a slumlord and action I wouldn't recommend anybody staying there if you have children please stay away from their there's all types of shady characters in the parking lot all night I was actually kind of scared to leave my vehicle because my driver side door does not lock in the parking lot so just beware of that I didn't get any bedbugs thank God but the people in the room next door to me did I say something about bed bugs and I seen them for myself,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,4.2728
1.1110964473026473e+20,Tabitha Perry,1612359929756,1,Not very clean. Over priced. And we got charged 85$ they said because we had 3ppl in a double. Most places allow 4 ppl in a double room at no extra cost. Cleaner and cheeper rooms next door,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,2.2378
1.1110964473026473e+20,Tabitha Perry,1612359929756,1,Not very clean. Over priced. And we got charged 85$ they said because we had 3ppl in a double. Most places allow 4 ppl in a double room at no extra cost. Cleaner and cheeper rooms next door,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,2.2378
1.059244792139333e+20,Jerry Taylor,1596330067442,4,I wanted a place where it was quiet and no one would bother me I worked a lot here lately just needing to rest people are nice the price you can't beat it,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,2.5953999999999997
1.0006170105687048e+20,Stephanie Turner,1596470541561,1,"DON'T DO IT!! Roaches crawling on the beds, T.V was Busted, no remotes to change the channels,  lights didn't work properly or AT ALL. Bedside table was previously used as an ashtray & NEVER CLEANED OUT! Place was DISGUSTING!",,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,1.3646
1.1288046702481824e+20,Tina Polcar,1611802549166,1,It's a dump no other way to describe it first room had needles filled with blood in garbage can next room no better,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,2.0465999999999998
1.1832771052905518e+20,Jackie Rockefeller,1611208868321,3,I didn't stay there just picked a friend up there,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,3.9878
1.0957792718987711e+20,David johns,1603286147803,1,Horrible place stay in your car you would be safer,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,2.6442
1.0360371307034729e+20,scotty southard,1610102686599,3,he'd be better,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,3.8808
1.1521092174870992e+20,T,1630424854247,1,Terrible,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,2.0465999999999998
1.0155059582494333e+20,Rick Sanchez,1592246846745,1,Look around better options for same rate,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,3.8808
1.0073310713388129e+20,Brandi Logan,1608171856297,5,Sila is the sweetest,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,3.0
1.079000503739303e+20,Roses Murdoc,1607547789863,5,Love and other Drugs,"[{'url': ['https://lh5.googleusercontent.com/p/AF1QipOJYvZrCbjP43eL9Z0mkIvXJusI7wvpE2SBmZqo=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipNeeuZ94GReikO6BLfknFtg7Ff_eP2r2OYulrQM=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipObPJEzda6Ui0OqBaW0nb69Jxd0wh0s88zlXgz9=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipOrIlilEzcYjAtNOeba93f7A-sE6skOSR8lMBcv=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipP_mkv4W-_5BImToU0vjTLXoFNTLRsD5mQgoE74=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipPSb-PF0pFeb6TZweCNwl8VYh4corn4PZZJxyWf=w150-h150-k-no-p']}]",,0x88626b3eef6314db:0x1c0b19d1d69d1d24,4.2738
1.0365990055451396e+20,Shell M,1622021064345,5,Awesome,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,4.2498000000000005
1.0229789111812494e+20,Kenneth Derrick,1600609925269,4,Customer service was great,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,4.2498000000000005
1.1715540680533148e+20,Lagarrett Shoulders,1612288907322,1,Nasty bed bugs,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,1.8852
1.0201169242461875e+20,James Johnson,1592440242164,4,Rooms are decently priced and clean,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,3.8038
1.1087791955039837e+20,Michael Norton,1600355202404,1,Have not been there,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,3.0
1.084799071923815e+20,Alethia Lacy,1607776403037,5,Good,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,3.8808
1.0229300910929456e+20,Miranda Katz,1609817746291,1,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.0206955497286631e+20,Courtney Marshall,1587253692926,4,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1126666663318064e+20,Ashley Harper,1611815504935,2,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1807800028669485e+20,Walter Sullivan,1619226878042,1,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1212977339599485e+20,Paula Minchew (tbird boom),1613535763813,1,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.075950386723767e+20,Floyd Wayne Robertson,1628396325668,4,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.0870920149205357e+20,Sheree Martin,1619492112609,4,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.096110340752694e+20,Megan Mertz,1628314335644,3,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1573986936902204e+20,Amanda Minchew,1604817286079,2,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1271734062384577e+20,Chase McClure,1629717206754,1,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1377799390963193e+20,Ronald & Misty Burnett,1619282342027,2,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.0506732908152037e+20,Nisha Johnson,1617057129135,1,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1245472215758486e+20,Danny Wanny,1618893687818,5,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1590270360829148e+20,Crazie 256,1613552451738,2,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1527243361445601e+20,Giant D,1612205991406,1,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.0341161002490025e+20,Holley Jett,1610125007459,2,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.007420529497045e+20,Fuck You,1609302907308,5,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1679508951803948e+20,Marshall Pugh,1615436481570,4,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.149049255360701e+20,Jeremy Baker,1608745026573,4,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1426217842362945e+20,linares kelley,1611138762165,2,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1829458622043534e+20,Jennifer L Swaim Melton (Jenn),1593163238355,1,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.1506371642174421e+20,Latoya Provens,1609282083719,4,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.07384522388285e+20,Jacob Sharp,1610540272757,1,,,,0x88626b3eef6314db:0x1c0b19d1d69d1d24,0.0
1.0470722570413212e+20,Dottie Engle,1535302758918,5,Very polite front desk. Eager to accommodate your needs. We'll always come back,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,3.7224
1.1253453156455494e+20,Shawnita Jones,1555784210123,3,It was ok but shower and tub could be cleaned better,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,4.3304
1.1204986594942596e+20,austin mcbrayer,1552054084348,4,"Smoking rooms available, ruby Tuesday within walking distance, good water pressure",,,0x889a8a0f16241c7d:0xae32fa59c5d63398,3.3558
1.0825988130511659e+20,Christy Larkin,1559098968486,5,"Was under construction at the time but super friendly owner and accommodating for the price!  Coffee makers, mini fridge, continental breakfast after construction finishes.",,,0x889a8a0f16241c7d:0xae32fa59c5d63398,4.7976
1.18004613457547e+20,Marsha J.,1549849000005,1,"Dimm lighting in the room. After being told they had HBO before renting the room. Come to find out there was no HBO. The ice bucket in the room was dirty. Coffie pot was dirty. Inside of lamp shade on the night stand was gross. Looked like dried up drink with hair stuck to it. Dried up toothpaste on bathroom door. We asked for a non smoking room, that room smelled like cigs. Candy machine in office/lobby had old Hot Tamales. But i do have to say that the man and lady that woked there on the night i stayed was nice. But they do need to clean up a bit and maybe paint the rooms.",,,0x889a8a0f16241c7d:0xae32fa59c5d63398,4.1438
1.0914820603788286e+20,James Wallace,1546397008928,5,Good and clean rooms and friendly staff and relaxed atmosphere,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,4.8002
1.0565660295165646e+20,Mary Ann Nichols,1558062854001,1,Beware of choosing to stay here. You will become prisoners of the workers that live here while renovations are being done including damage to your vehicle.,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,1.4842
1.0290377711655274e+20,wayne,1539383073757,5,Quiet with great rates,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,4.2498000000000005
1.0825686578026255e+20,Becky Rodrigue,1527623338819,5,Cool nice cheap,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,4.2498000000000005
1.1632393538887216e+20,Cornelius Jones,1515771839515,2,Lousy Wi-Fi,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,1.9154
1.1313738086459256e+20,April Davis,1527314588116,1,YUCK! Doesn't even deserve a 1 star,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,3.0
1.1142442641359638e+20,Marchita McDole,1536581115661,5,Great customer service,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,4.2498000000000005
1.155298347644372e+20,Becky Owen,1524872064638,3,Doors wouldn't work.... Had to keep changing rooms,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,3.0
1.0051196923445538e+20,Briana Reyes,1542441293105,4,Roomy,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,3.0
1.163893658991548e+20,Catherine Harper,1559066558140,1,Disturbing,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,1.9788
1.158849434794043e+20,samantha gardner,1532518520267,5,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.183471066918471e+20,Marla McRae,1536218014842,3,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.0261638243734294e+20,Richard Harvey,1532833392134,1,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.099022162988164e+20,Samantha Warren,1526389851092,4,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.168991969363688e+20,Paul Winebrenner,1551723134110,3,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.0290564957057163e+20,Tara Evans,1522813362552,5,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.1706158806075407e+20,Donna Milstid,1537340791467,3,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.0336337114334673e+20,Jason Ford,1508966176509,3,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.1366884121787975e+20,Sonia Steimling,1559550424545,4,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.119353141787903e+20,Coni Villar,1537841086925,1,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.1787263203634477e+20,Kevin Foley,1539907536149,3,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.1540794000831259e+20,Jayla May,1545977986729,4,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.1071382182086297e+20,Jessica Turberville,1548521656116,5,,,,0x889a8a0f16241c7d:0xae32fa59c5d63398,0.0
1.1361327080121919e+20,Ashley Peters,1494551764821,5,"Amazing hotel all around! Clean rooms, very nice staff, and great location! Will be coming back every chance we get! God Bless!",,,0x889a04ce45e4b54b:0x69dd99eebda77346,4.9346
1.0890786026456403e+20,Shannon Simon,1463633680046,3,Magnuson has purchased a hotel that was formally a Days Inn. When it was a Days Inn this hotel was awesome... Now it is run down!! The tub and bed had hair everywhere. The hot tub and sauna is out of order. Breakfast is toast and corn flakes. The customer service was horrible. They overcharged me for a room and gave me a hard time about getting a partial refund. I will not return.,,,0x889a04ce45e4b54b:0x69dd99eebda77346,1.6624
1.0583823510343631e+20,Ashley Whitaker,1470561506124,5,"The staff were friendly,  and the rooms were very clean.  Great place to stay.",,,0x889a04ce45e4b54b:0x69dd99eebda77346,4.7806
1.0424580578216496e+20,Jeremy Gossett,1490586523513,4,"Newly renovated, better than I expected.  Now a Quality Inn.  Google still thinks it is Magnuson Inn or Gulf Shores Inn. Booked Gulf Shores Inn, Notified by Manguson... checked into Quality Inn.",,,0x889a04ce45e4b54b:0x69dd99eebda77346,3.8808
1.1429952937590635e+20,Eric Jerkins,1485387434793,4,Great service and prices,,,0x889a04ce45e4b54b:0x69dd99eebda77346,4.2498000000000005
1.1304034590580536e+20,Terry Coburn,1467175545591,2,"Where do I start?  TV doesn't work, temperature of shower water could not be regulated, and pool was dirty.  In general not a well kept hotel.",,,0x889a04ce45e4b54b:0x69dd99eebda77346,1.8522
1.101011502967916e+20,Cesar Adrian Barrios-Martinez,1460271683363,2,Pretty under maintained and the staff are not knowledgeable about the hotel. Do not recommended to anyone. Unless you're on a budget,,,0x889a04ce45e4b54b:0x69dd99eebda77346,3.7668
1.1536503190202091e+20,Amanda Porter,1466330218619,4,Was picking up friends that were staying there as guest.,,,0x889a04ce45e4b54b:0x69dd99eebda77346,3.9534000000000002
1.127339970830115e+20,David Kilgore,1489932333833,4,Only problem was there was no remote in our room.,,,0x889a04ce45e4b54b:0x69dd99eebda77346,1.8012
1.1118750688015981e+20,justin brewer,1468234952507,3,The price was really cheap but the customer service was not friendly.  The pool had to much chemicals in it.,,,0x889a04ce45e4b54b:0x69dd99eebda77346,1.9332
1.0245802035837469e+20,Lori Jackson,1468821079404,5,not to far from the beach. basic rooms but clean. Indoor pool,,,0x889a04ce45e4b54b:0x69dd99eebda77346,4.0998
1.1606674261771641e+20,Amanda Coburn,1467180154794,2,Going through a remodel...,,,0x889a04ce45e4b54b:0x69dd99eebda77346,3.0
1.1421303576679896e+20,Rita Clark,1490455631945,4,,,,0x889a04ce45e4b54b:0x69dd99eebda77346,0.0
1.0821720100991879e+20,Timothy Sanford,1451746099097,5,,,,0x889a04ce45e4b54b:0x69dd99eebda77346,0.0
